Marca temporal,Evaluador ,Nombre ,Número la Mandíbula ,ID (Código de la Mandíbula),Impresión total [Izquierda],Mentón [Izquierda],Ángulo mandibular [Izquierda],Ángulo mandibular [Derecha ],Eversión gonial [Izquierda],Eversión gonial [Derecha ],Margen inferior [Izquierda],Cuerpo mandibular [Izquierda],Rama mandibular [Izquierda],Rama mandibular [Derecha ],Incisura mandibular / Escotadura sigmoidea [Izquierda],Incisura mandibular / Escotadura sigmoidea [Derecha ],Proceso condilar [Izquierda],Proceso condilar [Derecha ],Proceso coronoide [Izquierda],Proceso coronoide [Derecha ],Arco dental [Izquierda],Dientes (Número),Comentarios,Diente  [Izquierda]
11/11/2019 11:16:10,Obs 03,Abigail Gómez Moreno ,15,Cona00015,0,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+2,2,,
11/11/2019 11:16:30,Obs 01,Miguel Ángel Gallegos Guzmán,14,Cona 00014,-1,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,+1,0,,
11/11/2019 11:19:17,Obs 03,Abigail Gómez Moreno ,29,Cona00029,+1,0,-1,-1,+1,+1,+1,+1,0,-1,0,-1,+2,+2,-1,-1,0,0,,
11/11/2019 11:19:39,Obs 04,ANTONIO CRUZ MARTINEZ,54,Cona00054,+2,+2,+2,+2,+2,+2,+2,+2,+1,+1,+2,+2,+1,+1,+1,+1,+2,3,presenta un corte en la rama a nivel del la escotadura sigmoidea,
11/11/2019 11:21:19,Obs 03,Abigail Gómez Moreno ,50,Cona00050,+1,-2,-1,-1,+1,+1,-1,-1,-1,-1,-1,-1,0,No identificado,-1,-1,+2,0,,
11/11/2019 11:23:26,Obs 03,Abigail Gómez Moreno ,51,Cona00051,+1,+1,+1,0,+2,+2,+2,+2,+1,+1,-2,0,No identificado,+2,+2,No identificado,0,0,,
11/11/2019 11:23:31,Obs 04,ANTONIO CRUZ MARTINEZ,66,Cona00066,+1,+2,+1,+2,+1,+2,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+2,2,,
11/11/2019 11:25:11,Obs 03,Abigail Gómez Moreno ,79,Cona00079,+1,+2,+2,+1,+2,+2,+1,+1,+1,+1,+1,0,+2,+2,+1,+2,+2,0,,
11/11/2019 11:26:50,Obs 03,Abigail Gómez Moreno ,69,Cona00069,-1,-1,+1,+1,+1,0,0,0,+2,+1,-1,-1,0,0,-1,-1,0,0,,
11/11/2019 11:28:36,Obs 03,Abigail Gómez Moreno ,10,Cona00010,0,-1,-1,-1,+1,+1,+1,+1,-1,-1,0,0,+1,+1,+1,+1,0,1,,
11/11/2019 11:29:34,Obs 04,ANTONIO CRUZ MARTINEZ,6,Cona0006,+1,0,+1,+1,+2,+2,+2,+1,+1,+1,-2,+1,No identificado,+1,+1,No identificado,+1,7,presenta restos radiculares y fractura del cóndilo derecho y izquierdo en la cara externa,
11/11/2019 11:30:27,Obs 03,Abigail Gómez Moreno ,55,Cona00055,0,+1,+1,0,+2,+2,+1,+2,-1,-1,+1,0,No identificado,No identificado,-1,-1,0,0,,
11/11/2019 11:32:44,Obs 01,Miguel Ángel Gallegos Guzmán,11,Cona 00011,0,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,No identificado,No identificado,-1,0,+1,1,"No presenta cóndilo, solo presenta raíz de un solo diente",
11/11/2019 11:38:09,Obs 04,ANTONIO CRUZ MARTINEZ,14,Cona00014,+2,+1,+1,+1,+1,+1,+1,+1,+2,+1,+1,+1,+1,+1,-1,-1,+1,0,,
11/11/2019 11:38:43,Obs 03,Abigail Gómez Moreno ,80,Cona00080,-1,-1,0,-1,+2,+2,0,+1,0,-1,0,+1,+1,+1,+1,+1,+1,1,,
11/11/2019 11:39:06,Obs 01,Miguel Ángel Gallegos Guzmán,53,Cona 00053,+1,+1,-1,No identificado,-1,No identificado,-1,0,+1,+1,+1,-1,-1,-1,-1,-1,-1,1,Presenta diente sin corona y el ángulo gonion derecho presenta desgaste,
11/11/2019 11:40:33,Obs 03,Abigail Gómez Moreno ,2,Cona00002,+1,+1,-1,-1,+1,+1,+1,+1,0,-1,0,+1,-1,-1,+1,+1,+2,0,,
11/11/2019 11:42:31,Obs 03,Abigail Gómez Moreno ,23,Cona00023,0,+1,+2,+2,+1,0,+1,0,+1,+1,0,+1,+1,+1,+1,+1,+1,1,,
11/11/2019 11:42:50,Obs 04,ANTONIO CRUZ MARTINEZ,11,Cona00011,+1,0,+2,+1,+2,+2,+1,+2,+2,+2,+2,+2,No identificado,No identificado,+1,+1,+1,1,presenta un resto radicular y fractura de ambos cóndilos a nivel del cuello,
11/11/2019 11:42:52,Obs 01,Miguel Ángel Gallegos Guzmán,30,Cona 00030,+2,+1,-1,-1,0,-1,+1,+1,-1,-1,+1,+1,+2,+2,+1,+1,+1,5,Presenta un diente falso y una espicula ,
11/11/2019 11:45:12,Obs 01,Miguel Ángel Gallegos Guzmán,72,Cona 00072,+1,+1,+1,+1,0,0,+1,-1,+1,+1,-1,-1,+1,No identificado,-2,-2,-1,2,Presenta fractura en cóndilo izquierdo ,
11/11/2019 11:45:17,Obs 03,Abigail Gómez Moreno ,56,Cona00056,+1,+1,-1,-1,+1,+1,+1,+1,-1,0,0,0,0,0,-1,-1,0,0,,
11/11/2019 11:46:41,Obs 04,ANTONIO CRUZ MARTINEZ,53,Cona00053,+1,0,+1,No identificado,+2,No identificado,+1,+1,+2,+2,-1,-1,-1,-1,-1,-1,+1,1,presenta un resto radicular y fractura del angulo mandibular derecho,
11/11/2019 11:47:15,Obs 03,Abigail Gómez Moreno ,19,Cona00019,+1,+1,+1,+1,+1,+1,+1,+2,0,0,-1,-1,-1,No identificado,No identificado,0,0,4,,
11/11/2019 11:47:56,Obs 01,Miguel Ángel Gallegos Guzmán,13,Cona 00013,-2,-1,-1,-1,0,0,-1,-2,-1,-1,-2,+2,+1,-2,+1,-2,+1,0,,
11/11/2019 11:49:19,Obs 03,Abigail Gómez Moreno ,74,Cona00074,0,+1,0,0,+1,+1,+1,+2,+1,0,-1,+1,+1,No identificado,-1,-1,+1,2,,
11/11/2019 11:50:46,Obs 04,ANTONIO CRUZ MARTINEZ,30,Cona00030,+2,+1,+1,+2,+1,+2,+1,+2,0,+1,-1,-1,+2,+2,+1,+1,+1,5,,
11/11/2019 11:50:50,Obs 01,Miguel Ángel Gallegos Guzmán,27,Cona 00027,+2,+2,+2,+2,+1,+2,+1,+1,+2,+2,-1,-1,+2,No identificado,+1,+1,+1,2,"No presenta cóndilo derecho, los dientes no presentan corona",
11/11/2019 11:51:03,Obs 03,Abigail Gómez Moreno ,40,Cona00040,-1,-1,-1,0,+1,+1,+1,+2,0,-1,0,0,0,No identificado,-1,-1,0,0,,
11/11/2019 11:53:23,Obs 03,Abigail Gómez Moreno ,26,Cona00026,+1,-1,0,-2,0,+1,+1,+1,0,-2,-1,-1,+1,0,-1,-1,+2,9,,
11/11/2019 11:53:54,Obs 01,Miguel Ángel Gallegos Guzmán,60,Cona 00060,+1,+2,+1,+1,0,0,+1,+1,+2,+2,-1,+1,No identificado,No identificado,+1,+1,+1,0,No presenta ambos condilos,
11/11/2019 11:54:16,Obs 04,ANTONIO CRUZ MARTINEZ,72,Cona0072,+1,0,-1,-1,-1,-1,+1,+1,+1,+1,-2,-2,No identificado,+1,-2,-2,-1,2,presenta fractura del cóndilo izquierdo,
11/11/2019 11:54:59,Obs 03,Abigail Gómez Moreno ,46,Cona00046,-1,-2,-1,-1,+1,+1,+1,0,-1,-1,-1,0,+2,No identificado,-2,-1,-1,1,,
11/11/2019 11:56:24,Obs 01,Miguel Ángel Gallegos Guzmán,75,Cona 00075,-1,-1,-1,-1,-1,+1,-1,-1,+1,+1,+1,-1,-1,No identificado,+1,+1,+1,0,No se encuentra el condilo derecho,
11/11/2019 11:58:41,Obs 04,ANTONIO CRUZ MARTINEZ,13,Cona00013,-2,+1,-1,-1,-1,-2,-1,-1,-2,-1,+1,-2,-1,-2,-2,-1,-1,0,presenta el cóndilo derecho mas pequeño que el izquierdo,
11/11/2019 12:00:20,Obs 01,Miguel Ángel Gallegos Guzmán,9,Cona 0009,+1,+1,-1,-1,+1,+1,-1,0,+1,+1,+1,+1,+1,+1,+1,+1,+1,4,Presenta 4 O.D. de los cuales 2 presentan restauraciones y los otros 2 solo son restos radiculares,
11/11/2019 12:01:05,Obs 04,ANTONIO CRUZ MARTINEZ,27,Cona0027,+1,+1,+2,+2,+2,+2,+2,+2,+2,+2,+1,+1,+2,No identificado,+2,+2,+1,2,presenta fractura del cóndilo derecho,
11/11/2019 12:04:04,Obs 04,ANTONIO CRUZ MARTINEZ,60,Cona00060,+1,-1,-1,-1,-1,-1,+1,+1,+1,+1,-1,-1,No identificado,No identificado,-2,-2,+1,0,,
11/11/2019 12:05:37,Obs 03,Abigail Gómez Moreno ,65,Cona00065,0,+1,0,0,+1,+1,0,0,+1,0,-2,-2,+1,0,+1,0,0,1,,
11/11/2019 12:07:10,Obs 01,Miguel Ángel Gallegos Guzmán,15,Cona 00015,+1,+1,+1,+1,0,0,+1,+1,+2,+2,+1,+1,+1,+1,+1,+1,-1,2,Presenta los dos O.D. incluidos,
11/11/2019 12:07:38,Obs 04,ANTONIO CRUZ MARTINEZ,75,Cona00075,+1,+1,-1,-1,-1,-1,+1,+1,-1,-1,-1,-1,-1,No identificado,-1,-1,+1,0,,
11/11/2019 12:10:14,Obs 01,Miguel Ángel Gallegos Guzmán,29,Cona 00029,-1,-2,-1,-1,0,0,-2,-2,-2,-2,-2,+2,+2,-1,-1,-1,-1,0,,
11/11/2019 12:12:32,Obs 01,Miguel Ángel Gallegos Guzmán,50,Cona 00050,-1,-1,-1,-1,0,0,-1,-1,+1,+1,-2,-2,-1,No identificado,-1,-1,-1,0,Presenta fractura del cóndilo derecho,
11/11/2019 12:15:10,Obs 01,Miguel Ángel Gallegos Guzmán,51,Cona 00051,+2,+2,+1,+1,0,0,+1,+1,+2,+2,+1,+1,No identificado,+1,+1,No identificado,+1,0,Presenta fractura de cóndilo izquierdo y proceso coronoides derecho,
11/11/2019 12:16:49,Obs 01,Miguel Ángel Gallegos Guzmán,79,Cona 00079,+1,0,+1,+1,+2,+2,+1,+1,+2,+2,-2,-2,+1,+1,+2,+2,+1,0,,
11/11/2019 12:18:49,Obs 01,Miguel Ángel Gallegos Guzmán,69,Cona 00069,0,-1,-2,-2,+1,+1,+1,+1,+2,+2,-1,-1,+1,+1,-1,-1,+1,0,,
11/11/2019 12:21:09,Obs 01,Miguel Ángel Gallegos Guzmán,10,Cona 00010,+1,-1,0,0,0,0,+1,+1,-1,-1,+1,+1,+1,+1,+1,+1,+1,2,,
11/11/2019 12:23:45,Obs 01,Miguel Ángel Gallegos Guzmán,55,Cona 00055,+1,+1,-1,-1,-1,-1,+1,+1,-1,-1,+1,+1,No identificado,No identificado,-1,-1,+1,0,Presenta fractura de ambos condilos ,
11/11/2019 12:26:10,Obs 01,Miguel Ángel Gallegos Guzmán,80,Cona 00080,+1,-1,+1,+1,+1,+1,0,+1,+2,+2,+1,+1,0,0,+1,+1,-1,1,Solo es resto radicular del O.D. que está presente,
11/11/2019 12:26:19,Obs 03,Abigail Gómez Moreno ,61,Cona00061,+1,-2,-1,No identificado,+1,No identificado,+1,+1,-1,No identificado,+1,No identificado,0,No identificado,No identificado,0,+1,0,,
11/11/2019 12:28:02,Obs 01,Miguel Ángel Gallegos Guzmán,2,Cona 0002,+2,+2,+1,+1,0,0,+1,+2,-2,-2,-1,-1,-2,-2,-2,-2,+1,0,,
11/11/2019 12:28:06,Obs 03,Abigail Gómez Moreno ,18,Cona00018,-1,-1,-1,-2,+1,+1,+1,0,0,-1,-1,-1,0,0,-1,0,-1,4,,
11/11/2019 12:29:43,Obs 03,Abigail Gómez Moreno ,73,Cona00073,0,-1,0,-1,0,0,0,0,0,-1,+1,0,No identificado,+1,+1,+1,+1,0,,
11/11/2019 12:30:36,Obs 01,Miguel Ángel Gallegos Guzmán,23,Cona 00023,+2,+1,+1,+1,0,0,+1,+1,+1,+1,-1,-1,No identificado,0,+1,+1,+1,1,No se encuentra cóndilo izquierdo ,
11/11/2019 12:32:18,Obs 03,Abigail Gómez Moreno ,47,Cona00047,+1,0,+1,+1,0,0,+1,+1,0,-1,+1,0,+1,+1,+1,No identificado,+2,12,,
11/11/2019 12:32:52,Obs 01,Miguel Ángel Gallegos Guzmán,56,Cona 00056,+1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,,
11/11/2019 13:13:54,Obs 01,Miguel Ángel Gallegos Guzmán,19,Cona 00019,+2,+2,+1,+1,0,0,+1,+1,-1,-1,-1,-1,No identificado,+1,-1,-1,+1,4,Presenta fractura cóndilo izquierdo,
11/11/2019 13:16:49,Obs 03,Abigail Gómez Moreno ,64,Cona00064,+1,0,0,+1,+1,+1,+1,+1,0,+1,-2,+1,+2,+2,+1,+1,0,0,,
11/11/2019 13:17:19,Obs 01,Miguel Ángel Gallegos Guzmán,74,Cona 00074,0,+1,0,0,+1,+1,0,0,+1,+1,+1,+1,No identificado,+1,+1,+1,+1,2,"No presenta cóndilo derecho, solo presenta restos radiculares",
11/11/2019 13:18:34,Obs 03,Abigail Gómez Moreno ,77,Cona00077,0,-1,-1,-1,No identificado,No identificado,+2,0,-1,-1,+1,+2,No identificado,No identificado,No identificado,No identificado,-1,0,,
11/11/2019 13:19:47,Obs 01,Miguel Ángel Gallegos Guzmán,40,Cona 00040,+1,+1,-1,-1,0,-1,0,+1,-2,-2,+1,+1,-2,No identificado,-2,-2,0,0,No presenta cóndilo derecho,
11/11/2019 13:26:31,Obs 01,Miguel Ángel Gallegos Guzmán,26,Cona 00026,+2,+2,-1,-1,-1,-1,+1,+1,-1,-1,+1,+1,-1,-1,-1,-1,+1,9,,
11/11/2019 13:29:39,Obs 01,Miguel Ángel Gallegos Guzmán,46,Cona 00046,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,+1,+1,-1,No identificado,-1,-1,-2,1,no presenta cóndilo derecho,
11/11/2019 13:30:43,Obs 04,ANTONIO CRUZ MARTINEZ,9,Cona0009,+1,0,+2,+1,+2,+1,+1,+1,+2,+1,+1,+1,+1,+1,+1,+1,+1,4,presenta restos de raíces mesiales de los órganos dentarios 36 y 37 y restauraciones (amalgama) en los órganos dentarios 46 y 47,
11/11/2019 13:31:14,Obs 01,Miguel Ángel Gallegos Guzmán,65,Cona 00065,-1,-1,+1,+1,+1,+1,-1,-1,0,0,-1,-1,-1,-1,-2,-2,+2,1,,
11/11/2019 13:35:06,Obs 04,ANTONIO CRUZ MARTINEZ,15,Cona00015,+1,+1,+1,+1,+1,+1,+2,+2,+1,+1,0,0,+1,+1,+2,+2,+2,2,presenta los terceros molares retenidos,
11/11/2019 13:36:06,Obs 01,Miguel Ángel Gallegos Guzmán,61,Cona 00061,+1,-1,-1,No identificado,0,No identificado,+1,+2,+1,No identificado,-1,No identificado,No identificado,No identificado,No identificado,No identificado,-1,0,presenta fractura de rama derecha en la parte posterior y fractura del condilo derecho asi como del proceso coronoideo izquierdo ,
11/11/2019 13:38:44,Obs 01,Miguel Ángel Gallegos Guzmán,18,Cona 00018,0,-1,+1,+1,0,0,+1,+1,+2,+2,-1,-1,-1,-1,-1,-1,-1,4,,
11/11/2019 13:40:26,Obs 04,ANTONIO CRUZ MARTINEZ,29,Cona00029,+1,+2,+1,+1,0,0,+2,+1,0,0,+2,+1,+1,+1,+1,+1,0,0,,
11/11/2019 13:40:40,Obs 01,Miguel Ángel Gallegos Guzmán,73,Cona 00073,+1,-1,+1,+1,0,0,+1,+1,-1,-1,+2,+2,0,No identificado,+1,+1,-1,0,Condilo izquierdo presenta fractura,
11/11/2019 13:43:00,Obs 01,Miguel Ángel Gallegos Guzmán,47,Cona 00047,+2,-1,+1,+1,0,0,+1,+1,+1,+1,-1,-1,No identificado,No identificado,-1,-1,-1,12,presenta fractura en ambos condilos,
11/11/2019 13:44:11,Obs 04,ANTONIOI CRUZ MARTINEZ,50,Cona00050,+1,-2,-1,-1,-2,-2,0,-1,+1,+1,-1,-1,-1,No identificado,-1,-1,0,0,presenta fractura del cóndilo en la cara externa,
11/11/2019 13:44:49,Obs 01,Miguel Ángel Gallegos Guzmán,64,Cona 00064,0,0,+1,+1,+1,+1,+1,+1,+2,+2,-1,-1,+2,+2,+1,+1,+1,0,presenta fractura en el cuerpo de la mandibula del lado derecho,
11/11/2019 13:48:03,Obs 01,Miguel Ángel Gallegos Guzmán,77,Cona 00077,+2,+2,+2,+2,+1,+1,+2,+2,+1,+1,+2,+2,0,No identificado,+1,No identificado,+2,0,no presenta condilo ni proceso coronoides derecho,
11/11/2019 13:51:30,Obs 04,ANTONIO CRUZ MARTINEZ,51,Cona00051,+1,0,+1,+1,0,+1,+2,+2,+1,+2,+1,+2,No identificado,+1,+2,No identificado,+1,0,presenta fractura del cóndilo izquierdo y fractura de proceso coronoides derecho,
11/11/2019 13:57:27,Obs 04,ANTONIO CRUZ MARTINEZ,79,Cona00079,+1,+1,+2,+2,+1,+2,+2,+2,+2,+2,+1,+2,+1,+1,+2,+2,+1,0,,
11/11/2019 14:16:56,Obs 04,ANTONIO CRUZ MARTINEZ,69,Cona00069,+1,0,-1,-1,+1,+1,+1,+1,+1,+2,+2,+1,+1,+1,+2,+2,+1,0,,
11/11/2019 14:20:46,Obs 04,ANTONIO CRUZ MARTINEZ,10,Cona00010,+1,+1,+1,+1,0,0,+2,+1,+2,+1,+1,+1,+1,+1,+1,+1,0,2,,
11/11/2019 14:29:00,Obs 04,ANTONIO CRUZ MARTINEZ,55,Cona00055,+2,+1,+2,+2,+1,+1,+2,+1,+2,+2,0,0,No identificado,No identificado,+1,+1,+1,0,presenta fractura de ambos condilos,
11/11/2019 14:32:37,Obs 04,ANTONIO CRUZ MARTINEZ,80,Cona00080,+2,+1,+2,+1,+2,+1,+2,+1,+1,+1,+1,+1,+1,+2,+2,+2,+1,1,presenta resto radicular de la raíz mesial del órgano dentario 47,
11/11/2019 14:35:27,Obs 04,ANTONIO CRUZ MARTINEZ,2,Cona0002,+2,0,+1,+1,+1,0,+2,+1,0,0,+1,+1,+1,+1,+1,+2,+2,0,,
11/11/2019 14:41:19,Obs 04,ANTONIO CRUZ MARTINEZ,23,Cona00023,+1,+1,+2,+1,+1,+1,+2,+1,+1,+1,+1,+1,No identificado,+1,+1,+1,+1,1,resto radicular del órgano dentario 36,
11/11/2019 14:46:11,Obs 04,ANTONIO CRUZ MARTINEZ,56,Cona0056,+2,+2,+1,+1,+1,+1,+2,+1,+2,+2,+1,+1,-1,-1,-1,-1,-1,0,presenta torus en la cara lingual de la mandibula,
11/11/2019 14:48:58,Obs 06,Jonathan Romero Franco,21,UNAM COL.110,+2,+1,0,0,0,0,+1,+1,+1,+1,+1,+1,-1,-1,0,0,+1,10,,
11/11/2019 14:50:31,Obs 04,ANTONIO CRUZ MARTINEZ,19,Cona00019,+2,+1,+1,+1,+1,+1,+2,+2,+2,+2,+1,+1,No identificado,+1,+1,+1,+1,4,"presenta fractura de la cara distal de cóndilo y restos radiculares de los órganos dentarios 38, 36 (raíz mesial) y ambos caninos con fractura coronal y exposición de cámara pulpar",
11/11/2019 14:58:03,Obs 04,ANTONIO CRUZ MARTINEZ,74,Cona00074,-1,-1,+1,+1,+1,+2,+1,+1,+2,+1,-1,-1,+1,No identificado,-1,-1,-1,2,presenta fractura del cóndilo derecho y restos de la raíces mesiales de los oraganos dentarios 37 y 46,
11/11/2019 15:00:43,Obs 04,ANTONIO CRUZ MARTINEZ,40,Cona00040,+1,0,+1,+1,+1,+1,+1,+1,+1,+1,-1,-1,+1,No identificado,-1,-1,+1,0,fractura del cóndilo derecho,
11/11/2019 15:03:30,Obs 04,ANTONIO CRUZ MARTINEZ,26,Cona00026,+2,0,+1,-1,+1,+1,+1,+2,+1,+1,+1,+1,+1,+1,+1,+1,+2,9,,
11/11/2019 15:07:53,Obs 04,ANTONIO CRUZ MARTINEZ,46,Cona00046,0,0,+1,+1,+1,+1,-1,0,+1,+1,-1,-1,-1,-1,+1,No identificado,+1,1,presenta fractura del cóndilo derecho,
11/11/2019 15:10:19,Obs 04,ANTONIO CRUZ MARTINEZ,65,Cona00065,+1,+2,+2,+2,+1,+1,+1,+1,+2,+1,+2,+2,+1,+2,+2,+2,+2,1,,
11/11/2019 15:19:10,Obs 05,Andrea Damián Pacheco,3,ConaN9,0,+1,+1,+2,-1,+1,-2,-2,-2,-2,-1,-2,+1,No identificado,-2,-1,+2,3,Una porción del proceso condilar del lado izquierdo esta fracturado y se percibe resorción ósea generalizada.,
11/11/2019 15:26:40,Obs 06,Jonathan Romero Franco,3,ConaN9,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,3,,
11/11/2019 15:31:44,Obs 05,Andrea Damián Pacheco,14,ConaN24,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,+1,+1,-2,-1,-1,-2,+2,3,Uno de los dientes es resto radicular y otro se encuentra fracturado,
11/11/2019 15:33:50,Obs 07,Valeria Vidal Gallegos,3,ConaN9,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,+1,+1,-1,-1,0,0,-1,3,,
11/11/2019 15:37:40,Obs 06,Jonathan Romero Franco,14,ConaN24,-2,-2,0,+1,0,0,-2,-1,-1,-1,+1,+1,-2,-2,-1,-1,0,3,,
11/11/2019 15:43:05,Obs 05,Andrea Damián Pacheco,22,UNAM Ind.121,-1,0,+1,0,-1,0,-1,-1,-2,-2,-2,-2,-1,-1,-2,-1,-1,15,"Movilidad de los dientes 35- 38, algunos de los 15 dientes se encuentran fracturados y hay perdida de hueso en ciertas zonas por  vestibular.",
11/11/2019 15:43:29,Obs 07,Valeria Vidal Gallegos,14,ConaN24,-2,-1,-2,-1,-2,-2,-2,-1,-1,-1,+2,+2,-2,-1,-1,-1,-2,3,,
11/11/2019 15:51:09,Obs 06,Jonathan Romero Franco,22,UNAM Ind.121,+2,+2,+1,+1,0,0,0,+2,+2,+2,-1,-1,+1,+1,+1,0,+1,15,,
11/11/2019 15:57:02,Obs 05,Andrea Damián Pacheco,9,ConaN16,-1,+2,0,0,-2,+1,-1,0,-1,-1,-2,-2,+2,+1,-1,+1,+2,10,Uno de los 10 es un resto radicular y hay resorción ósea generalizada,
11/11/2019 15:59:43,Obs 07,Valeria Vidal Gallegos,22,UNAMInd.121,0,0,-1,0,+1,0,-1,0,-1,0,-1,-1,0,0,0,0,-1,15,Diente 44 presenta fractura coronal por mesial y el 41 por distal,
11/11/2019 16:45:29,Obs 06,Jonathan Romero Franco,9,ConaN16,+2,+2,+1,+1,0,0,0,+1,+1,+1,-1,-1,+1,0,0,+1,+1,11,,
11/11/2019 16:51:10,Obs 05,Andrea Damián Pacheco ,24,ConaN22,+1,+2,+2,+2,+2,+2,+1,+2,+1,+1,+1,+2,No identificado,No identificado,-2,-1,+2,13,Uno de los dientes no tiene corona. Proceso condilar no se puede evaluar adecuadamente ya que la mandíbula está articulada.,
11/11/2019 16:54:01,Obs 07,Valeria Vidal Gallegos,9,ConaN16,+1,+1,+2,+2,0,+1,+1,+2,0,+1,0,0,+1,+1,+1,+1,0,10,Diente 46 unicamente presenta restos radiculares,
11/11/2019 16:59:16,Obs 06,Jonathan Romero Franco,24,ConaN22,+1,+1,+1,+1,+1,+1,+2,+1,+1,+1,0,+1,+1,+1,0,0,0,13,,
11/11/2019 17:01:56,Obs 05,Andrea Damián Pacheco ,16,ConaN27,+2,+1,+1,+1,+1,+1,+2,+1,+1,+1,+1,+1,-2,-1,-1,-1,-1,8,Uno de los dientes con bastante desgaste. Pérdida ósea ,
11/11/2019 17:04:18,Obs 07,Valeria Vidal Gallegos,24,ConaN22,+1,+1,+1,+1,+1,+1,+2,+1,+1,+1,+1,+1,No identificado,No identificado,-1,-1,0,13,,
11/11/2019 17:08:14,Obs 05,Andrea Damián Pacheco ,4,ConaN10,-1,-1,+2,+1,+2,+1,-1,-1,-1,-2,-1,-2,+2,+2,-2,-1,0,2,Ambos dientes son restos radiculares y uno de ellos con mucha movilidad.,
11/11/2019 17:08:19,Obs 06,Jonathan Romero Franco,16,ConaN27,+1,+2,0,+1,+2,+1,+2,+1,0,0,+1,+1,0,0,+1,+1,+1,8,,
11/11/2019 17:13:09,Obs 07,Valeria Vidal Gallegos,16,ConaN27,-1,-1,0,0,0,0,0,-1,0,0,+1,+1,0,0,-1,-1,-1,8,,
11/11/2019 17:14:23,Obs 06,Jonathan Romero Franco,4,ConaN10,-1,-1,+2,+1,+2,+1,0,-1,-1,-1,-1,0,+1,+1,0,+1,-1,2,,
11/11/2019 17:15:51,Obs 05,Andrea Damián Pacheco,15,ConaN25,-1,-1,+1,+1,-1,-2,+1,+1,+2,+2,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,-2,2,Ambos dientes están incluidos en la mandíbula y uno de ellos con movilidad. Procesos condilar y coronoides de ambos lados de la mandíbula no se pueden evaluar por fractura y por lo tanto tampoco es posible evaluar la escotadura sigmoidea.,
11/11/2019 17:18:45,Obs 07,Valeria Vidal Gallegos,4,ConaN10,-1,+1,0,+2,+2,+1,0,0,+1,+1,0,0,+1,+1,-1,-1,-1,2,Diente 41 presenta fenestración y movilidad.,
11/11/2019 17:21:37,Obs 06,Jonathan Romero Franco,15,ConaN25,-1,+1,+1,+1,0,0,+1,+1,0,+1,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,+2,2,"Esta mandíbula, trae ambos condilos y ambos procesos coronoides fracturados, por lo tanto no se puede deducir la altura de la escotadura sigmoidea.
",
11/11/2019 17:28:58,Obs 07,Valeria Vidal Gallegos,15,ConaN25,+1,+1,0,0,-1,-1,+1,+1,+1,+1,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,-1,2,Dientes 38 y 48 no se encuentran erupcionados.,
11/11/2019 17:29:07,Obs 05,Andrea Damián Pacheco,23,UNAM Ind 177,+1,0,+2,+2,+1,+2,+2,+2,+1,+1,-2,-2,+1,+2,-1,-1,+2,14,Algunos dientes con desgaste y movilidad.,
11/11/2019 17:33:24,Obs 06,Jonathan Romero Franco,23,UNAM IND 177,+2,+2,+2,+2,0,+1,+2,+2,+1,0,0,0,+2,+2,+1,+1,+2,14,,
11/11/2019 17:37:59,Obs 07,Valeria Vidal Gallegos,23,UNAMIND177,+2,+2,+2,+2,+2,+2,+2,+2,+1,+1,0,0,+1,+1,+1,+1,+1,14,,
11/11/2019 17:39:18,Obs 05,Andrea Damián Pacheco,21,UNAM COL. 110,0,+1,+1,+1,0,-1,-1,-1,+1,+1,+1,+2,+1,+1,+2,+2,+2,13,"3 de los dientes son restos, 2 más están incluidos ",
11/11/2019 17:44:51,Obs 06,Jonathan Romero Franco,21,UNAM COL. 110,+2,+1,0,0,0,0,+2,+2,+1,-1,+1,+1,0,+1,+1,+1,+2,13,,
11/11/2019 17:48:27,Obs 07,Valeria Vidal Gallegos,21,UNAMCOL.110,+1,+1,-1,-1,0,-1,+1,+1,0,+1,0,0,+1,+1,+1,+1,+1,12,,
11/11/2019 17:51:34,Obs 05,Andrea Damián Pacheco,19,UNAM N. 63,-1,+1,+1,+1,0,+1,+1,0,+2,+1,+1,+1,No identificado,-1,-2,-1,+1,12,Mandíbula seccionada por la mitad. De los dientes 2 están incluidos  y algunos con desgastes o fracturas. Proceso condilar izquierdo con una ligera fractura.,
11/11/2019 17:55:35,Obs 05,Andrea Damián Pacheco ,10,ConaN17,-2,-1,+1,+1,+2,+2,-2,-2,-2,-1,-1,-2,-2,-1,-2,-2,+2,0,,
